id,country,state,neighbourhood_cleansed,property_type,square_meters,price,room_type,bathrooms,bedrooms,beds
30751748,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,28.25,"$3,399.41",Entire home/apt,1,1,1
32753737,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,28.53,"$4,115.89",Entire home/apt,1,1,1
17880329,Australia,NSW,BYRON SHIRE COUNCIL,House,30.3,"$3,797.62",Entire home/apt,2,4,6
21672360,Australia,NSW,BYRON SHIRE COUNCIL,House,26.89,"$2,830.27",Private room,1,1,1
17125925,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.11,"$4,062.74",Entire home/apt,1,1,1
18814213,Australia,NSW,BYRON SHIRE COUNCIL,House,29.46,"$1,732.71",Entire home/apt,4,3,5
32446516,Australia,NSW,BYRON SHIRE COUNCIL,House,26.65,"$2,928.37",Entire home/apt,1,4,5
25548275,Australia,,BYRON SHIRE COUNCIL,House,29.8,"$2,478.33",Entire home/apt,3,4,5
5261482,Australia,NSW,BYRON SHIRE COUNCIL,House,28.02,"$3,918.18",Entire home/apt,1,2,3
28967679,Australia,NSW,BYRON SHIRE COUNCIL,House,28.6,"$3,157.18",Entire home/apt,1,3,3
20359968,Australia,NSW,BYRON SHIRE COUNCIL,House,28.06,"$3,984.17",Private room,1,2,2
9014323,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,26.71,"$3,771.98",Private room,1,1,1
23237970,Australia,NSW,BYRON SHIRE COUNCIL,House,28.61,"$3,085.62",Entire home/apt,1,2,3
6666810,Australia,NSW,BYRON SHIRE COUNCIL,House,28.89,"$2,635.12",Private room,1,1,1
33342683,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,29.17,"$4,359.04",Entire home/apt,1,0,1
5933858,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.83,"$3,002.83",Entire home/apt,2.5,3,3
27204281,Australia,NSW,BYRON SHIRE COUNCIL,House,31.34,"$4,177.04",Entire home/apt,1,3,3
18079552,Australia,NSW,BYRON SHIRE COUNCIL,House,28.36,"$4,242.39",Entire home/apt,3.5,4,4
16304873,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,30.12,"$4,596.26",Entire home/apt,2,2,2
16603545,Australia,NSW,BYRON SHIRE COUNCIL,House,28.65,"$3,239.24",Private room,1.5,1,1
20413108,Australia,NSW,BYRON SHIRE COUNCIL,House,28.94,"$2,652.27",Entire home/apt,1,3,6
22219022,Australia,NSW,BYRON SHIRE COUNCIL,House,28.11,"$3,634.29",Entire home/apt,1,3,3
12658138,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,30.49,"$3,099.72",Entire home/apt,2,2,2
518233,Australia,NSW,BYRON SHIRE COUNCIL,House,31.07,"$4,497.22",Entire home/apt,3,3,4
21583236,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,28.41,"$3,992.41",Entire home/apt,1,2,2
33255951,Australia,NSW,BYRON SHIRE COUNCIL,House,29.88,"$3,081.75",Entire home/apt,1.5,3,5
2666805,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,28.69,"$3,854.38",Entire home/apt,1,0,2
26137766,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,26.23,"$3,788.62",Entire home/apt,2.5,3,5
23344681,Australia,NSW,BYRON SHIRE COUNCIL,House,26.22,"$4,991.73",Entire home/apt,1,3,4
18044687,Australia,NSW,BYRON SHIRE COUNCIL,Camper/RV,28.98,"$2,984.56",Entire home/apt,0,1,1
30260666,Australia,NSW,BYRON SHIRE COUNCIL,House,27.6,"$4,645.27",Entire home/apt,2,3,3
2268386,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.6,"$3,747.31",Entire home/apt,2,2,3
17881847,Australia,NSW,BYRON SHIRE COUNCIL,Camper/RV,28.15,"$2,956.11",Entire home/apt,0,0,2
28892748,Australia,NSW,BYRON SHIRE COUNCIL,House,27.6,"$3,619.42",Private room,1,1,1
19275172,Australia,NSW,BYRON SHIRE COUNCIL,House,28.74,"$3,279.77",Entire home/apt,2,3,4
9698405,Australia,NSW,BYRON SHIRE COUNCIL,House,27.87,"$1,112.65",Entire home/apt,1,3,3
18376288,Australia,NSW,BYRON SHIRE COUNCIL,House,29.9,"$5,700.07",Entire home/apt,1,2,3
22849425,Australia,NSW,BYRON SHIRE COUNCIL,House,29.62,"$2,999.44",Entire home/apt,2,3,3
3470210,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,27.66,"$4,065.22",Entire home/apt,1,1,2
16999196,Australia,NSW,BYRON SHIRE COUNCIL,House,28.8,"$2,209.33",Entire home/apt,2,4,5
30775088,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,30.9,"$2,538.76",Entire home/apt,2,3,5
20234918,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,26.8,"$2,056.91",Entire home/apt,1,2,2
2173236,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.36,"$4,896.86",Entire home/apt,1,3,6
21167786,Australia,NSW,BYRON SHIRE COUNCIL,Loft,28.53,"$2,366.66",Entire home/apt,1,1,1
46609,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,26.07,"$3,564.97",Entire home/apt,1,1,1
21129074,Australia,NSW,BYRON SHIRE COUNCIL,House,28.54,"$3,988.70",Entire home/apt,1,0,1
3618822,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,26.59,"$4,407.54",Entire home/apt,1,1,1
28086700,Australia,,BYRON SHIRE COUNCIL,House,27.15,"$3,714.14",Entire home/apt,1,3,4
14774995,Australia,NSW,BYRON SHIRE COUNCIL,House,28.56,"$4,177.39",Entire home/apt,1,3,5
4456990,Australia,NSW,BYRON SHIRE COUNCIL,House,30.94,"$3,940.49",Entire home/apt,3,4,6
1874070,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,30.06,"$2,165.46",Entire home/apt,2,2,3
9577151,Australia,NSW,BYRON SHIRE COUNCIL,House,26.11,"$2,955.57",Entire home/apt,1,2,2
29738746,Australia,NSW,BYRON SHIRE COUNCIL,House,29.43,"$5,050.02",Entire home/apt,2,3,6
4476499,Australia,NSW,BYRON SHIRE COUNCIL,House,26.89,"$3,293.08",Entire home/apt,1,3,2
22602690,Australia,NSW,BYRON SHIRE COUNCIL,House,26.88,"$4,638.58",Entire home/apt,2,5,4
32498568,Australia,NSW,BYRON SHIRE COUNCIL,House,28.85,"$4,078.07",Private room,1,1,2
7829028,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,28.58,"$2,885.77",Entire home/apt,2,3,4
11283795,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,28.58,"$4,238.63",Entire home/apt,1,1,1
3783651,Australia,,BYRON SHIRE COUNCIL,House,30.03,"$4,003.97",Entire home/apt,2,3,4
21110958,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,27.52,"$4,085.29",Entire home/apt,1,0,1
21867967,Australia,NSW,BYRON SHIRE COUNCIL,House,29.46,"$4,704.86",Entire home/apt,3.5,4,5
32512939,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,26.67,"$2,393.06",Entire home/apt,1.5,3,4
20176245,Australia,NSW,BYRON SHIRE COUNCIL,House,29.17,"$3,370.66",Entire home/apt,3,4,6
2689515,Australia,NSW,BYRON SHIRE COUNCIL,House,27.78,"$4,074.30",Entire home/apt,1.5,2,3
18377850,Australia,,BYRON SHIRE COUNCIL,Apartment,28.34,"$5,650.83",Entire home/apt,2,2,3
22344940,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.78,"$4,529.80",Entire home/apt,1,1,1
32777518,Australia,NSW,BYRON SHIRE COUNCIL,House,26.17,"$7,050.99",Entire home/apt,1,2,5
28565946,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,28.36,"$3,746.79",Entire home/apt,1.5,1,1
6606531,Australia,NSW,BYRON SHIRE COUNCIL,House,28.95,"$3,102.84",Entire home/apt,2,3,3
18812511,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,27.79,"$2,704.29",Entire home/apt,1,2,3
23885478,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,26.46,"$4,929.69",Entire home/apt,1,0,1
26722358,Australia,NSW,BYRON SHIRE COUNCIL,House,29.27,"$4,201.35",Entire home/apt,3,4,7
3782938,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,28.1,"$3,772.49",Entire home/apt,1,1,1
13533161,Australia,NSW,BYRON SHIRE COUNCIL,House,28.98,"$2,522.50",Entire home/apt,2.5,4,5
17779196,Australia,NSW,BYRON SHIRE COUNCIL,House,28.69,"$4,292.47",Private room,1,1,1
33227313,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,27,"$3,255.11",Entire home/apt,1,2,2
21815958,Australia,NSW,BYRON SHIRE COUNCIL,House,30.46,"$4,099.46",Entire home/apt,2,4,5
24665568,Australia,NSW,BYRON SHIRE COUNCIL,House,25.97,"$5,146.41",Entire home/apt,1,2,2
18372948,Australia,NSW,BYRON SHIRE COUNCIL,House,31.42,"$3,593.22",Entire home/apt,1,3,3
13466195,Australia,NSW,BYRON SHIRE COUNCIL,House,28.12,"$2,581.09",Entire home/apt,1.5,3,3
14390427,Australia,NSW,BYRON SHIRE COUNCIL,House,28.42,"$2,798.02",Entire home/apt,2,3,3
20875769,Australia,NSW,BYRON SHIRE COUNCIL,House,28.71,"$4,295.21",Entire home/apt,2.5,2,4
2671611,Australia,NSW,BYRON SHIRE COUNCIL,House,28.16,"$4,139.14",Private room,1,1,1
12841652,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,30.82,"$3,896.17",Entire home/apt,1,0,1
31267144,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.9,"$3,106.89",Entire home/apt,1,2,3
890664,Australia,NSW,BYRON SHIRE COUNCIL,House,29.59,"$3,853.99",Entire home/apt,2,3,5
33559457,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.59,"$3,475.68",Entire home/apt,1,0,1
33728960,Australia,NSW,BYRON SHIRE COUNCIL,Camper/RV,29.31,"$3,994.98",Entire home/apt,1,0,3
32445748,Australia,NSW,BYRON SHIRE COUNCIL,House,27.58,"$3,700.29",Entire home/apt,1,4,3
2268615,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,28.74,"$2,899.13",Entire home/apt,2,2,3
33054906,Australia,NSW,BYRON SHIRE COUNCIL,House,28.74,"$1,763.22",Entire home/apt,1.5,2,4
6250625,Australia,NSW,BYRON SHIRE COUNCIL,House,27.05,"$3,069.58",Entire home/apt,1.5,3,5
30273303,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.96,"$3,161.84",Entire home/apt,1,2,3
17530604,Australia,NSW,BYRON SHIRE COUNCIL,House,30.83,"$5,368.54",Entire home/apt,1,1,1
4998501,Australia,NSW,BYRON SHIRE COUNCIL,House,30.53,"$1,980.30",Entire home/apt,2,3,3
20335103,Australia,NSW,BYRON SHIRE COUNCIL,House,28.47,"$1,820.35",Entire home/apt,2,3,5
28763995,Australia,NSW,BYRON SHIRE COUNCIL,House,29.05,"$4,282.74",Entire home/apt,1,2,3
20333073,Australia,NSW,BYRON SHIRE COUNCIL,House,28.77,"$2,228.54",Entire home/apt,2,3,5
9778227,Australia,NSW,BYRON SHIRE COUNCIL,House,28.77,"$2,892.77",Entire home/apt,1,2,2
2268395,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,27.91,"$4,178.94",Entire home/apt,3,2,2
3657268,Australia,NSW,BYRON SHIRE COUNCIL,House,31.5,"$4,281.56",Entire home/apt,2,3,4
30774160,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.7,"$2,882.69",Entire home/apt,2,3,4
16439051,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,27.94,"$2,503.06",Entire home/apt,1,1,3
1823726,Australia,NSW,BYRON SHIRE COUNCIL,House,30.6,"$5,951.50",Entire home/apt,2,3,5
6392223,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.1,"$2,616.30",Entire home/apt,1,1,2
23903526,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,27.15,"$3,524.89",Entire home/apt,1,0,1
16221677,Australia,NSW,BYRON SHIRE COUNCIL,House,26.32,"$4,100.33",Entire home/apt,2.5,3,3
16278620,Australia,NSW,BYRON SHIRE COUNCIL,House,27.98,"$4,418.57",Entire home/apt,1,3,3
28208919,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,27.69,"$2,871.57",Entire home/apt,1,1,1
13581314,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,28.27,"$3,732.08",Entire home/apt,2,2,2
3830627,Australia,NSW,BYRON SHIRE COUNCIL,House,30.89,"$5,399.41",Entire home/apt,1.5,2,2
21828303,Australia,NSW,BYRON SHIRE COUNCIL,House,27.71,"$5,004.91",Entire home/apt,1,3,3
18400917,Australia,NSW,BYRON SHIRE COUNCIL,House,29.73,"$2,749.50",Entire home/apt,2,3,3
6481579,Australia,NSW,BYRON SHIRE COUNCIL,House,30.31,"$4,701.73",Entire home/apt,3.5,4,6
13034845,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,28.85,"$2,785.98",Entire home/apt,1,1,1
16146946,Australia,NSW,BYRON SHIRE COUNCIL,House,31.59,"$2,386.99",Entire home/apt,1,2,2
11758083,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,27.42,"$2,181.84",Entire home/apt,1,1,1
15349193,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,31.29,"$4,397.48",Entire home/apt,2,2,4
8999978,Australia,NSW,BYRON SHIRE COUNCIL,House,30.33,"$4,097.50",Entire home/apt,1,4,5
20658416,Australia,NSW,BYRON SHIRE COUNCIL,House,27.44,"$3,119.57",Entire home/apt,2,4,4
21349735,Australia,NSW,BYRON SHIRE COUNCIL,House,28.28,"$5,816.98",Entire home/apt,1,3,3
16288241,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,31.59,"$4,866.67",Entire home/apt,1,0,1
30139076,Australia,NSW,BYRON SHIRE COUNCIL,House,28.27,"$3,339.98",Entire home/apt,2,3,4
4319132,Australia,NSW,BYRON SHIRE COUNCIL,House,28.58,"$4,272.36",Entire home/apt,1.5,2,2
20000527,Australia,NSW,BYRON SHIRE COUNCIL,House,30.08,"$3,846.05",Entire home/apt,4,5,5
12839180,Australia,NSW,BYRON SHIRE COUNCIL,House,28.33,"$3,129.11",Entire home/apt,1,2,2
19296368,Australia,NSW,BYRON SHIRE COUNCIL,House,29.18,"$4,384.69",Entire home/apt,3,4,7
15919169,Australia,NSW,BYRON SHIRE COUNCIL,House,27.5,"$3,213.99",Entire home/apt,1,3,3
9616567,Australia,New South Wales,BYRON SHIRE COUNCIL,House,29.8,"$3,755.13",Entire home/apt,1,2,2
21887520,Australia,NSW,BYRON SHIRE COUNCIL,Loft,29.49,"$3,728.27",Entire home/apt,1,1,1
20521683,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,27.49,"$4,000.20",Entire home/apt,1,2,3
16059311,Australia,NSW,BYRON SHIRE COUNCIL,House,30.06,"$3,991.89",Entire home/apt,1,3,4
31177503,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,28.63,"$3,702.43",Entire home/apt,1,0,1
7845319,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,30.4,"$4,247.58",Entire home/apt,2.5,3,5
14810562,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,28.07,"$3,685.41",Entire home/apt,1,1,1
15663281,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,28.63,"$3,294.56",Entire home/apt,2,1,1
20215601,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,28.94,"$2,866.97",Entire home/apt,2.5,4,8
8998769,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,26.96,"$5,190.98",Entire home/apt,1,0,1
22267999,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.54,"$3,472.77",Entire home/apt,2,3,6
5355663,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,28.39,"$3,979.21",Entire home/apt,1,2,2
15651269,Australia,NSW,BYRON SHIRE COUNCIL,House,28.41,"$3,208.58",Entire home/apt,1,1,2
30294952,Australia,NSW,BYRON SHIRE COUNCIL,House,30.49,"$5,271.15",Entire home/apt,1,2,2
17448784,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,28.12,"$3,948.26",Entire home/apt,1,3,4
21732936,Australia,NSW,BYRON SHIRE COUNCIL,House,28.42,"$5,230.75",Entire home/apt,1,3,4
28092221,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,30.47,"$4,483.20",Entire home/apt,1,0,1
24687299,Australia,NSW,BYRON SHIRE COUNCIL,House,28.16,"$3,415.79",Private room,2.5,4,4
24139672,Australia,NSW,BYRON SHIRE COUNCIL,House,28.72,"$3,780.96",Entire home/apt,2,3,3
15170788,Australia,NSW,BYRON SHIRE COUNCIL,House,26.81,"$5,040.69",Entire home/apt,2.5,5,6
14953593,Australia,NSW,BYRON SHIRE COUNCIL,House,27.6,"$3,969.04",Entire home/apt,1,3,3
22092806,Australia,NSW,BYRON SHIRE COUNCIL,House,27.88,"$3,023.55",Entire home/apt,2,4,6
10930768,Australia,NSW,BYRON SHIRE COUNCIL,House,29.59,"$4,621.72",Entire home/apt,1.5,2,4
29621013,Australia,NSW,BYRON SHIRE COUNCIL,House,27.89,"$3,812.45",Entire home/apt,2,3,4
33078630,Australia,NSW,BYRON SHIRE COUNCIL,House,28.46,"$4,624.97",Entire home/apt,2,2,3
16275946,Australia,NSW,BYRON SHIRE COUNCIL,House,31.79,"$4,994.33",Entire home/apt,2,3,3
29615652,Australia,NSW,BYRON SHIRE COUNCIL,House,29.9,"$4,564.81",Entire home/apt,2,3,5
4485826,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.9,"$2,640.78",Entire home/apt,1.5,1,2
30021953,Australia,NSW,BYRON SHIRE COUNCIL,House,28.75,"$4,201.31",Entire home/apt,3,4,1
14154101,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.33,"$2,354.26",Entire home/apt,1.5,3,3
20095889,Australia,NSW,BYRON SHIRE COUNCIL,House,29.63,"$4,776.90",Entire home/apt,3,3,4
3326026,Australia,NSW,BYRON SHIRE COUNCIL,House,28.78,"$3,287.19",Entire home/apt,1,3,4
15928278,Australia,NSW,BYRON SHIRE COUNCIL,House,30.91,"$3,006.90",Entire home/apt,2,4,5
6947969,Australia,NSW,BYRON SHIRE COUNCIL,House,29.09,"$5,169.57",Entire home/apt,2,3,3
30774988,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,30.6,"$3,289.72",Entire home/apt,2,3,4
8244322,Australia,NSW,BYRON SHIRE COUNCIL,House,29.1,"$4,853.23",Entire home/apt,2,2,3
9463419,Australia,NSW,BYRON SHIRE COUNCIL,House,31.2,"$3,568.44",Entire home/apt,2,3,4
26532349,Australia,NSW,BYRON SHIRE COUNCIL,House,28.82,"$5,303.75",Private room,1,1,1
14043367,Australia,NSW,BYRON SHIRE COUNCIL,House,28.58,"$3,367.12",Entire home/apt,1,2,2
15944275,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.74,"$3,912.39",Entire home/apt,1,1,1
30907725,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,27.99,"$3,509.91",Entire home/apt,1,1,1
15261324,Australia,NSW,BYRON SHIRE COUNCIL,House,26.63,$565.05,Private room,1,1,1
33483611,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,27.75,"$3,950.57",Entire home/apt,1,0,0
30516423,Australia,NSW,BYRON SHIRE COUNCIL,House,29.44,"$4,828.39",Entire home/apt,2,3,4
10090800,Australia,NSW,BYRON SHIRE COUNCIL,House,29.76,$713.42,Entire home/apt,1.5,2,2
15635871,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,28.86,"$5,006.01",Entire home/apt,1,1,1
15806191,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,31.27,"$3,192.55",Entire home/apt,2,2,3
9240392,Australia,NSW,BYRON SHIRE COUNCIL,House,31.31,"$3,718.67",Private room,1,1,2
9318189,Australia,NSW,BYRON SHIRE COUNCIL,House,30.7,"$5,433.93",Entire home/apt,2.5,4,4
7139114,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,27.19,"$3,479.18",Entire home/apt,1,1,1
23635478,Australia,NSW,BYRON SHIRE COUNCIL,House,28.89,"$5,271.95",Entire home/apt,2,5,8
27342296,Australia,NSW,BYRON SHIRE COUNCIL,Loft,26.67,"$3,258.53",Entire home/apt,1,2,2
11661752,Australia,NSW,BYRON SHIRE COUNCIL,House,26.39,"$4,278.34",Entire home/apt,1,3,4
6480156,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.78,"$3,020.00",Entire home/apt,1,2,2
28369425,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,31.27,"$5,526.43",Entire home/apt,1,1,1
17878045,Australia,NSW,BYRON SHIRE COUNCIL,House,30.99,"$4,044.81",Entire home/apt,1,3,4
20961110,Australia,NSW,BYRON SHIRE COUNCIL,House,30.38,"$3,951.65",Entire home/apt,3,4,4
5607515,Australia,NSW,BYRON SHIRE COUNCIL,House,28.03,"$3,960.09",Entire home/apt,1.5,1,1
24968758,Australia,NSW,BYRON SHIRE COUNCIL,House,28.62,"$4,008.16",Entire home/apt,2,3,4
13119421,Australia,NSW,BYRON SHIRE COUNCIL,Other,27.48,"$1,471.47",Entire home/apt,0,1,2
30569882,Australia,NSW,BYRON SHIRE COUNCIL,Camper/RV,26.98,"$2,551.19",Entire home/apt,0,1,1
18708040,Australia,NSW,BYRON SHIRE COUNCIL,House,29.22,"$3,565.23",Entire home/apt,2,2,2
15986140,Australia,NSW,BYRON SHIRE COUNCIL,House,28.93,"$2,849.24",Entire home/apt,1,4,4
27031860,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,31.37,"$5,594.71",Entire home/apt,1,2,4
5252640,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.24,"$4,407.75",Entire home/apt,1,2,2
21758062,Australia,NSW,BYRON SHIRE COUNCIL,House,27.56,"$2,149.96",Entire home/apt,2.5,3,3
9216071,Australia,NSW,BYRON SHIRE COUNCIL,House,31.71,"$3,959.96",Entire home/apt,1,2,2
15774484,Australia,NSW,BYRON SHIRE COUNCIL,House,32.04,"$3,757.66",Entire home/apt,1,3,3
10002187,Australia,NSW,BYRON SHIRE COUNCIL,House,28.73,"$2,691.98",Entire home/apt,1.5,2,3
13944186,Australia,NSW,BYRON SHIRE COUNCIL,House,28.12,"$4,805.37",Entire home/apt,1,2,2
20625312,Australia,NSW,BYRON SHIRE COUNCIL,House,28.42,"$3,845.52",Entire home/apt,1,2,3
24164814,Australia,NSW,BYRON SHIRE COUNCIL,House,29.3,"$5,444.54",Entire home/apt,1,3,4
30529644,Australia,NSW,BYRON SHIRE COUNCIL,House,28.7,"$3,192.44",Entire home/apt,2,3,5
11802697,Australia,NSW,BYRON SHIRE COUNCIL,House,29.9,"$3,402.00",Private room,1,1,1
11463547,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,28.47,"$3,981.04",Entire home/apt,1,1,1
4895313,Australia,NSW,BYRON SHIRE COUNCIL,House,29.02,"$3,475.90",Entire home/apt,2,3,3
4449013,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.9,"$4,048.58",Private room,1,1,2
31520305,Australia,NSW,BYRON SHIRE COUNCIL,House,28.45,"$3,174.14",Entire home/apt,2,3,4
18030582,Australia,New South Wales,BYRON SHIRE COUNCIL,Apartment,28.18,"$4,330.71",Entire home/apt,1,2,3
17177635,Australia,NSW,BYRON SHIRE COUNCIL,House,28.73,"$2,893.36",Entire home/apt,3,3,3
22249412,Australia,NSW,BYRON SHIRE COUNCIL,Camper/RV,27.65,"$3,504.18",Entire home/apt,0,1,1
13644267,Australia,NSW,BYRON SHIRE COUNCIL,House,28.19,"$3,790.97",Entire home/apt,2,3,3
9079403,Australia,New South Wales,BYRON SHIRE COUNCIL,House,27.61,"$3,237.24",Entire home/apt,1.5,3,4
16259990,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.62,"$3,815.67",Entire home/apt,1,2,3
31772132,Australia,,BYRON SHIRE COUNCIL,House,30.55,"$4,694.27",Entire home/apt,2,4,6
22306819,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,28.24,"$4,004.81",Entire home/apt,1,1,1
19369129,Australia,NSW,BYRON SHIRE COUNCIL,House,27.94,"$4,628.40",Entire home/apt,2.5,3,3
4856570,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,27.09,"$3,589.14",Entire home/apt,1,1,1
18827104,Australia,,BYRON SHIRE COUNCIL,Apartment,28.79,"$4,558.55",Entire home/apt,1,2,3
9358143,Australia,NSW,BYRON SHIRE COUNCIL,House,31.53,"$3,334.64",Entire home/apt,1,2,2
20852387,Australia,NSW,BYRON SHIRE COUNCIL,House,29.38,"$3,222.54",Entire home/apt,2.5,3,6
14934128,Australia,NSW,BYRON SHIRE COUNCIL,House,30.86,"$4,992.35",Entire home/apt,2,2,2
30417331,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,30.3,"$3,821.83",Entire home/apt,2,3,5
24024310,Australia,NSW,BYRON SHIRE COUNCIL,House,28.83,"$3,679.57",Entire home/apt,1.5,2,3
3594865,Australia,NSW,BYRON SHIRE COUNCIL,House,30.6,"$3,486.04",Entire home/apt,2.5,4,6
3908203,Australia,,BYRON SHIRE COUNCIL,Apartment,27.73,"$1,880.77",Entire home/apt,2,3,4
6377162,Australia,NSW,BYRON SHIRE COUNCIL,House,30.66,"$4,476.70",Entire home/apt,1,3,10
7748946,Australia,NSW,BYRON SHIRE COUNCIL,House,30.35,"$3,278.32",Entire home/apt,1,4,10
11244126,Australia,NSW,BYRON SHIRE COUNCIL,House,30.66,"$4,038.88",Entire home/apt,2,3,3
16418693,Australia,NSW,BYRON SHIRE COUNCIL,House,30.62,"$2,864.23",Entire home/apt,2.5,4,5
4959111,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,28.86,"$4,583.36",Entire home/apt,1,1,1
2292499,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.72,"$3,356.34",Entire home/apt,2,2,4
7774209,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.72,"$3,449.51",Entire home/apt,1,1,1
15195103,Australia,NSW,BYRON SHIRE COUNCIL,House,30,"$5,323.24",Entire home/apt,2,4,0
21072034,Australia,NSW,BYRON SHIRE COUNCIL,House,26.63,"$1,524.33",Entire home/apt,1,2,4
30302988,Australia,NSW,BYRON SHIRE COUNCIL,House,28.31,"$1,052.68",Entire home/apt,2,3,5
3364735,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.16,"$4,745.52",Entire home/apt,2,2,0
2731583,Australia,NSW,BYRON SHIRE COUNCIL,House,29.17,"$3,942.95",Private room,1,1,2
28206014,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,26.94,"$6,601.49",Entire home/apt,1,1,1
31388324,Australia,NSW,BYRON SHIRE COUNCIL,House,29.2,"$4,501.04",Entire home/apt,3,4,5
29783353,Australia,NSW,BYRON SHIRE COUNCIL,House,31.02,"$3,813.30",Entire home/apt,2,6,10
9843532,Australia,NSW,BYRON SHIRE COUNCIL,Other,28.34,"$3,162.76",Entire home/apt,2,2,3
1240901,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,28.39,"$4,284.96",Entire home/apt,1,1,1
3742834,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,30.13,"$1,324.30",Entire home/apt,2,3,4
6436888,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,27.57,"$4,733.68",Entire home/apt,2,2,3
